dept,fullDept,year,idSupplier,supplier,idCategory,fullCategory,GS-EDI,EBG,BAR,BAK,MeteoSchweiz,BAG,BFS,BSV,SBF,NB
EDI,Eidgenössisches Departement des Innern,2011,480498104,Meteolabor AG,17.1,"DL Zivil: für  Bereitst., Betrieb, Unterhalt der Güter",,,,,8645.15,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480498104,Meteolabor AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,523185.4,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480822068,Fabasoft CH Software AG,15.4,SW-Pflege und HW Wartung,,,,,,,619569,,,
EDI,Eidgenössisches Departement des Innern,2011,480822068,Fabasoft CH Software AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,109140.75,13662,108240.8,,,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480822068,Fabasoft CH Software AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,106336.8,,
EDI,Eidgenössisches Departement des Innern,2011,480279509,Calani Interim,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,941786.55,,,
EDI,Eidgenössisches Departement des Innern,2011,480994557,ISS Facility Services AG Gebäudeunterhalt und -reinigung,4.2,Maschinen und Apparate,,,,8899.2,,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480994557,ISS Facility Services AG Gebäudeunterhalt und -reinigung,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,365269.5,,,,,,1969.15
EDI,Eidgenössisches Departement des Innern,2011,480994557,ISS Facility Services AG Gebäudeunterhalt und -reinigung,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,433227.8,,,,,,
EDI,Eidgenössisches Departement des Innern,2011,482207235,AirPlus International AG,6.2,"DL im Zusammenhang mit Personentransporten, Hotels, usw.",,3227.3,6940.75,24892.06,,265669.2,44577.18,9894.67,228716.83,11299.7
EDI,Eidgenössisches Departement des Innern,2011,482207235,AirPlus International AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,,,2063.55,
EDI,Eidgenössisches Departement des Innern,2011,482207235,AirPlus International AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",53117.9,,1032,4714.9,43715.7,-8771.85,1220.08,28662.88,3445.6,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,15.2,Software inkl. Lizenzen,,,,,,,12376.15,,,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,15.4,SW-Pflege und HW Wartung,,,,,259.2,23011,,,,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,160928.4,,,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,143065.75,186094.75,177112.8,,,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,2160,,,
EDI,Eidgenössisches Departement des Innern,2011,484457734,Trivadis AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,13290.5,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480035893,Diso Solution AG Beratung und Informatiklösungen,15.4,SW-Pflege und HW Wartung,,,,,,,170002.85,,,
EDI,Eidgenössisches Departement des Innern,2011,480035893,Diso Solution AG Beratung und Informatiklösungen,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,299071.05,,,
EDI,Eidgenössisches Departement des Innern,2011,480035893,Diso Solution AG Beratung und Informatiklösungen,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,102492.45,,,
EDI,Eidgenössisches Departement des Innern,2011,480035893,Diso Solution AG Beratung und Informatiklösungen,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,99522,,,
EDI,Eidgenössisches Departement des Innern,2011,482522427,Die Schweizerische Post Service Center Finanzen Mitte,14.1,Postdienste,27444.05,20043.4,10668.35,161436.3,,256397.35,,7548.9,59648.75,
EDI,Eidgenössisches Departement des Innern,2011,482522427,Die Schweizerische Post Service Center Finanzen Mitte,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",4667.7,,,,,,,77359.65,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,4.2,Maschinen und Apparate,,,,,1980.05,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,14.1,Postdienste,,94.05,,,,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,15.3,Telekommunikation,,,,,132078.74,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,17.1,"DL Zivil: für  Bereitst., Betrieb, Unterhalt der Güter",,,,,227839.55,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,1640.1,,,
EDI,Eidgenössisches Departement des Innern,2011,480014468,Swisscom (Schweiz) AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,708,,215879.68,,,,,
EDI,Eidgenössisches Departement des Innern,2011,481163603,IPS Innovative Produkte & Systeme A,15.1,Hardware,,,,,455421.73,,,,,
EDI,Eidgenössisches Departement des Innern,2011,481163603,IPS Innovative Produkte & Systeme A,15.2,Software inkl. Lizenzen,,,,,34560,,,,,
EDI,Eidgenössisches Departement des Innern,2011,481163603,IPS Innovative Produkte & Systeme A,15.4,SW-Pflege und HW Wartung,,,,,24300,,,,,
EDI,Eidgenössisches Departement des Innern,2011,481163603,IPS Innovative Produkte & Systeme A,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,49298.55,,,,,
EDI,Eidgenössisches Departement des Innern,2011,481163603,IPS Innovative Produkte & Systeme A,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,13608.02,,,,,
EDI,Eidgenössisches Departement des Innern,2011,487858045,Ors Service AG,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,546000,,,,
EDI,Eidgenössisches Departement des Innern,2011,483458266,add-it solution AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,535545.6,,,
EDI,Eidgenössisches Departement des Innern,2011,482758612,A eins Personal AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,491962.35,,,,
EDI,Eidgenössisches Departement des Innern,2011,482758612,A eins Personal AG,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,,30149,
EDI,Eidgenössisches Departement des Innern,2011,482930083,ISS FM Services AG,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,508133.2,,,,,,
EDI,Eidgenössisches Departement des Innern,2011,480248355,saracus consulting,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,226521,,,
EDI,Eidgenössisches Departement des Innern,2011,480248355,saracus consulting,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,48582.55,,216981.5,,,
EDI,Eidgenössisches Departement des Innern,2011,485613595,NextSoft GmbH,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,246150,,,
EDI,Eidgenössisches Departement des Innern,2011,485613595,NextSoft GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,227999.75,,,
EDI,Eidgenössisches Departement des Innern,2011,480021380,AXAS AG Unternehmensberatung + Informatik,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,49970,,,
EDI,Eidgenössisches Departement des Innern,2011,480021380,AXAS AG Unternehmensberatung + Informatik,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,312476.55,,,
EDI,Eidgenössisches Departement des Innern,2011,480021380,AXAS AG Unternehmensberatung + Informatik,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,110619.95,,,
EDI,Eidgenössisches Departement des Innern,2011,482573941,GHR Global Human Resources AG,15.4,SW-Pflege und HW Wartung,,,,,,,376507.82,,,
EDI,Eidgenössisches Departement des Innern,2011,482573941,GHR Global Human Resources AG,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,96456.86,,,
EDI,Eidgenössisches Departement des Innern,2011,482770088,"Krieg, Schlupp, Bürge/ Springer & Jacoby Werbeagentur AG",18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,350000,,,,
EDI,Eidgenössisches Departement des Innern,2011,482770088,"Krieg, Schlupp, Bürge/ Springer & Jacoby Werbeagentur AG",18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,3304.8,,,,
EDI,Eidgenössisches Departement des Innern,2011,482770088,"Krieg, Schlupp, Bürge/ Springer & Jacoby Werbeagentur AG",18.4,Informationsarbeit,,,,,,113000,,,,
EDI,Eidgenössisches Departement des Innern,2011,483508672,G+U Job4You GmbH,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,10170.45,,450590,,,,
EDI,Eidgenössisches Departement des Innern,2011,483628645,think beyond GmbH,15.4,SW-Pflege und HW Wartung,,,,,,,,64185.75,,
EDI,Eidgenössisches Departement des Innern,2011,483628645,think beyond GmbH,22,"Keiner Kategorie zuordenbar, inkl Wartung und Reparatur",,,,,,,,368870.65,,
EDI,Eidgenössisches Departement des Innern,2011,480232263,Elca Informatique SA,15.4,SW-Pflege und HW Wartung,,,,,,,30721.15,,,
EDI,Eidgenössisches Departement des Innern,2011,480232263,Elca Informatique SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,256259.1,,,
EDI,Eidgenössisches Departement des Innern,2011,480232263,Elca Informatique SA,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,22950,,,14773.5
EDI,Eidgenössisches Departement des Innern,2011,480232263,Elca Informatique SA,18.3,Beratungs-DL für Management und Organisation sowie Coaching,,,,,,,105386.4,,,
EDI,Eidgenössisches Departement des Innern,2011,480832203,Publisuisse SA,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,30294,,,,
EDI,Eidgenössisches Departement des Innern,2011,480832203,Publisuisse SA,18.4,Informationsarbeit,,,,,,399554.95,,,,
EDI,Eidgenössisches Departement des Innern,2011,482877839,Blum Consulting Serv.GmbH,18.1,Allg. Beratungs-DL im Fachbereich eines Amtes und Honorare,,,,,,,314146,,,
EDI,Eidgenössisches Departement des Innern,2011,482877839,Blum Consulting Serv.GmbH,18.2,Informatik-DL exkl. Personalverleih im Bereich IKT,,,,,,,110790,,,
