deptDe,year,idSupplier,intCategory,officeDe,amount
EDA,2012,480779271,18,1006 EDA,3452838
EDA,2012,480569508,1,1006 EDA,3414015
EDA,2012,483130055,18,1006 EDA,2766105.95
EDA,2012,312335412,18,1006 EDA,2600000
EDA,2012,484335864,18,1006 EDA,2469416.5
EDA,2012,484335864,22,1006 EDA,53492.4
EDA,2012,484335864,18,1006 EDA,1648.2
EDA,2012,730707593,19,1005 EDA,1498950
EDA,2012,480199694,18,1005 EDA,1361015.85
EDA,2012,317380939,18,1006 EDA,1316807
EDA,2012,354635682,18,1006 EDA,1299947.14
EDA,2012,483663410,15,1097 Informatik EDA,1272715.45
EDA,2012,480683648,6,1005 EDA,706776.96
EDA,2012,480683648,6,1006 EDA,249600.45
EDA,2012,480683648,6,1097 Informatik EDA,-589.2
EDA,2012,480683648,6,1005 EDA,144000.08
EDA,2012,480683648,6,1097 Informatik EDA,19021.65
EDA,2012,480683648,18,1005 EDA,40905.51
EDA,2012,480683648,18,1005 EDA,26696.75
EDA,2012,480683648,22,1005 EDA,1036.8
EDA,2012,480683648,22,1006 EDA,14889.85
EDA,2012,480683648,22,1097 Informatik EDA,108.35
EDA,2012,480405187,18,1006 EDA,1171683.38
EDA,2012,480405187,18,1006 EDA,-260.28
EDA,2012,480371447,18,1006 EDA,1140000
EDA,2012,537715778,18,1006 EDA,1051000
EDA,2012,483368353,6,1005 EDA,750500.93
EDA,2012,483368353,6,1097 Informatik EDA,2398.6
EDA,2012,483368353,14,1006 EDA,173838.31
EDA,2012,483368353,18,1005 EDA,86323.03
EDA,2012,483368353,14,1005 EDA,39726.37
EDA,2012,483368353,13,1006 EDA,793.1
EDA,2012,483368353,22,1005 EDA,-4660.23
EDA,2012,480954726,18,1006 EDA,1034427.41
EDA,2012,342504138,18,1006 EDA,1026580
EDA,2012,3126867080,18,1006 EDA,1010000
EDA,2012,480780782,18,1006 EDA,990000
EDA,2012,482272718,15,1097 Informatik EDA,937205
EDA,2012,482272718,15,1097 Informatik EDA,16649.05
EDA,2012,482272718,22,1006 EDA,9388.3
EDA,2012,483422945,18,1006 EDA,957165.3
EDA,2012,316909373,18,1006 EDA,869981.69
